chromosome,probe_id_id,n_patients_with_probe
chr19,cg26504915,8895
chr19,cg26505371,8894
chr19,cg26521562,8895
chr19,cg26532951,8895
chr19,cg26536750,8894
chr19,cg26539232,8895
chr19,cg26542091,8895
chr19,cg26545983,8895
chr19,cg26558790,8895
chr19,cg26572992,8895
chr19,cg26573492,8895
chr19,cg26584619,8894
chr19,cg26594902,8895
chr19,cg26613742,8895
chr19,cg26615224,8894
chr19,cg26652666,8895
chr19,cg26655255,8894
chr19,cg26660036,8895
chr19,cg26670249,8895
chr19,cg26670789,8892
chr19,cg26673286,8895
chr19,cg26705425,8895
chr19,cg26705765,8895
chr19,cg26717563,8895
chr19,cg26719943,8894
chr19,cg26744362,8895
chr19,cg26757503,8895
chr19,cg26771559,8895
chr19,cg26771969,8895
chr19,cg26801047,8826
chr19,cg26823162,8895
chr19,cg26823353,8895
chr19,cg26836577,8895
chr19,cg26838345,8895
chr19,cg26848184,8895
chr19,cg26857315,8895
chr19,cg26860257,8895
chr19,cg26862316,8895
chr19,cg26880200,8895
chr19,cg26902277,8895
chr19,cg26903240,8895
chr19,cg26903766,8893
chr19,cg26930135,8895
chr19,cg26947721,8894
chr19,cg26967868,8895
chr19,cg26977011,8895
chr19,cg26988016,8895
chr19,cg26994099,8894
chr19,cg26994774,8895
chr19,cg27001250,8894
chr19,cg27026005,8895
chr19,cg27035251,8894
chr19,cg27051500,8895
chr19,cg27070372,8895
chr19,cg27071707,8895
chr19,cg27073066,8895
chr19,cg27074995,8887
chr19,cg27142905,8895
chr19,cg27154769,8895
chr19,cg27174787,8895
chr19,cg27191554,8894
chr19,cg27196194,8895
chr19,cg27261378,8895
chr19,cg27263395,8895
chr19,cg27270830,8895
chr19,cg27287167,8895
chr19,cg27296330,8895
chr19,cg27301596,8895
chr19,cg27309110,8895
chr19,cg27320207,8895
chr19,cg27336300,8895
chr19,cg27341608,8895
chr19,cg27377632,8895
chr19,cg27377863,8895
chr19,cg27380724,8895
chr19,cg27384695,8895
chr19,cg27385443,8895
chr19,cg27388680,8895
chr19,cg27389454,8895
chr19,cg27420590,8895
chr19,cg27429799,8895
chr19,cg27475126,8894
chr19,cg27514703,8895
chr19,cg27517897,8887
chr19,cg27535237,8894
chr19,cg27555525,8894
chr19,cg27571605,8895
chr19,cg27578987,8895
chr19,cg27579501,8895
chr19,cg27648270,8895
chr19,cg27648858,8895
chr19,cg27649253,8895
chr19,cg01079941,8895
chr19,cg01969558,8894
chr19,cg02329010,8895
chr19,cg05391509,8895
chr19,cg07533630,8895
chr19,cg13640804,8894
chr19,cg14561276,8895
chr19,cg15205568,8895
chr19,cg17320282,8895
chr19,cg17680611,8895
chr19,cg19485268,8895
chr19,cg20637199,8895
chr19,cg22270364,8895
chr19,cg23009327,8895
chr19,cg24154650,8895
chr19,cg25990678,8895
chr19,cg26157948,8895
chr19,cg03405593,8895
chr8,cg00090147,10978
chr8,cg00355802,10978
chr8,cg00905170,10978
chr8,cg01295203,10979
chr8,cg01546563,10979
chr8,cg01677098,10979
chr8,cg01762581,10974
chr8,cg01952458,10978
chr8,cg01988129,10979
chr8,cg02388150,10956
chr8,cg02919422,10979
chr8,cg02990612,2117
chr8,cg03144357,10979
chr8,cg03973663,10979
chr8,cg04223844,10979
chr8,cg04553559,10979
chr8,cg04833152,10958
chr8,cg05807444,10979
chr8,cg05868799,10979
chr8,cg06166767,10978
chr8,cg06242827,2113
chr8,cg06403126,10979
chr8,cg06987504,10979
chr8,cg07084161,10978
chr8,cg07477160,10972
chr8,cg07595113,10979
chr8,cg08090772,10979
chr8,cg08369065,2117
chr8,cg08551857,10979
chr8,cg08773844,10979
chr8,cg09102409,10879
chr8,cg09626984,10979
chr8,cg09945801,10977
chr8,cg10207787,10979
chr8,cg10457247,10978
chr8,cg10539712,2117
chr8,cg10709021,10978
chr8,cg10866709,10979
chr8,cg10918202,10979
chr8,cg11050116,10979
chr8,cg11318251,10923
chr8,cg11321895,10979
chr8,cg11856918,10979
chr8,cg11981599,10979
chr8,cg12089439,10979
chr8,cg12468056,10978
chr8,cg12737801,10947
chr8,cg13208732,10979
chr8,cg13277385,10978
chr8,cg13398291,10978
chr8,cg13405161,10979
chr8,cg13414044,10978
chr8,cg13434842,10979
chr8,cg13652336,10979
chr8,cg13700897,10979
chr8,cg13983578,10979
chr8,cg14070647,10979
chr8,cg14134005,2117
chr8,cg14285013,10979
chr8,cg14729071,10968
chr8,cg15576233,10979
chr8,cg15783027,10979
chr8,cg15791248,10979
chr8,cg15839448,10974
chr8,cg15857475,10965
chr8,cg16104446,10979
chr8,cg16286776,10979
chr8,cg17457560,10979
chr8,cg17711870,10979
chr8,cg17724365,10977
chr8,cg17747005,10978
chr8,cg17795240,10940
chr8,cg18070061,10974
chr8,cg18123948,10979
chr8,cg18379495,10979
chr8,cg18485485,10979
chr8,cg19007731,10977
chr8,cg19162158,10978
chr8,cg19172575,10979
chr8,cg19280776,10979
chr8,cg19972619,10979
chr8,cg20279283,10979
chr8,cg20966972,10979
chr8,cg21073927,10979
chr8,cg21092687,10979
chr8,cg21209091,10979
chr8,cg21226224,2117
chr8,cg21226234,10957
chr8,cg21428681,10979
chr8,cg21481775,10979
chr8,cg22024281,10979
chr8,cg22418909,10979
chr8,cg22960501,10979
chr8,cg23109897,10958
chr8,cg23239842,10979
chr8,cg23610841,10979
chr8,cg24646414,10979
chr8,cg24792272,10979
chr8,cg25216696,10979
chr8,cg25352650,10979
chr8,cg25751295,10974
chr8,cg26020513,10979
chr8,cg27043582,10978
chr8,cg27207274,10972
chr8,cg00000321,8893
chr8,cg00007076,8894
chr8,cg00021237,8895
chr8,cg00045118,8894
chr8,cg00115954,8895
chr8,cg00123055,8895
chr8,cg00127070,8895
chr8,cg00163372,8894
chr8,cg00175844,8893
chr8,cg00176675,8895
chr8,cg00225196,8895
chr8,cg00288598,8895
chr8,cg00315056,8895
chr8,cg00318618,8895
chr8,cg00324366,8895
chr8,cg00384539,8895
chr8,cg00397986,8895
chr8,cg00400221,8895
chr8,cg00405484,8893
chr8,cg00412675,8892
chr8,cg00432041,8895
chr8,cg00468380,8895
chr8,cg00472722,8895
chr8,cg00476430,8895
chr8,cg00563873,8574
chr8,cg00595237,8895
chr8,cg00597128,8804
chr8,cg00611675,8895
chr8,cg00614182,8895
chr8,cg00676030,8895
chr8,cg00682103,8895
chr8,cg00697858,8894
chr8,cg00741600,8893
chr8,cg00782057,8895
chr8,cg00782124,8894
chr8,cg00799984,8895
chr8,cg00828762,8895
chr8,cg00910695,8895
chr8,cg00930833,8895
chr8,cg00934232,8895
chr8,cg00936146,8895
chr8,cg00940941,8893
chr8,cg00941745,8895
chr8,cg00952642,8895
chr8,cg00990377,8895
chr8,cg00997551,8895
chr8,cg01012082,8895
chr8,cg01035035,8895
chr8,cg01052743,8895
chr8,cg01074584,8894
chr8,cg01081091,8895
chr8,cg01082168,8895
chr8,cg01136606,8895
chr8,cg01182865,8895
chr8,cg01203549,8895
chr8,cg01211091,8895
chr8,cg01285435,8895
chr8,cg01286191,8895
chr8,cg01291833,8895
chr8,cg01423426,8895
chr8,cg01468426,8895
chr8,cg01495122,8895
chr8,cg01509065,8895
chr8,cg01516737,8895
chr8,cg01538165,8895
chr8,cg01543179,8890
chr8,cg01568998,8894
chr8,cg01576531,8895
chr8,cg01583099,8893
chr8,cg01586524,8895
chr8,cg01588438,8895
chr8,cg01605435,8895
chr8,cg01606878,8895
chr8,cg01644798,8894
chr8,cg01664039,8895
chr8,cg01688141,8895
chr8,cg01706991,8893
chr8,cg01755467,8893
chr8,cg01758022,8895
chr8,cg01771871,8895
chr8,cg01806520,8895
chr8,cg01818860,8895
chr8,cg01833143,8895
chr8,cg01851874,8895
chr8,cg01865118,8892
chr8,cg01866148,8887
chr8,cg01874933,8895
chr8,cg01911323,8894
chr8,cg01957384,8894
chr8,cg01957971,8870
chr8,cg01971612,8895
chr8,cg01978558,8895
chr8,cg01980793,8894
chr8,cg01994308,8759
chr8,cg02006790,8895
chr8,cg02032552,8895
chr8,cg02043791,8895
chr8,cg02052366,8895
chr8,cg02085119,8895
chr8,cg02146032,8894
chr8,cg02154585,8895
chr8,cg02222728,8894
chr8,cg02225716,8895
chr8,cg02345613,8895
chr8,cg02359746,8894
chr8,cg02389064,8894
chr8,cg02413312,8893
chr8,cg02455836,8895
chr8,cg02456791,8895
chr8,cg02470080,8878
chr8,cg02473460,8895
chr8,cg02492405,8804
chr8,cg02508743,8895
chr8,cg02520639,8882
chr8,cg02571142,8895
chr8,cg02636596,8895
chr8,cg02639993,8895
chr8,cg02692410,8895
chr8,cg02707799,8894
chr8,cg02709924,8894
chr8,cg02726121,8895
chr8,cg02733994,8895
chr8,cg02741544,8894
chr8,cg02749784,8895
chr8,cg02895278,8865
chr8,cg02895394,8895
chr8,cg02905663,8895
chr8,cg02911270,8895
chr8,cg02919936,8890
chr8,cg02938066,8895
chr8,cg02993340,8893
chr8,cg02994645,8895
chr8,cg03003858,8894
chr8,cg03005087,8895
chr8,cg03007522,8895
chr8,cg03024537,8895
chr8,cg03025061,8895
chr8,cg03032098,8895
chr8,cg03074188,8895
chr8,cg03076047,8894
chr8,cg03089725,8895
chr8,cg03127174,8895
chr8,cg03133371,8895
chr8,cg03139489,8894
chr8,cg03172341,8895
chr8,cg03184037,8891
chr8,cg03215152,8895
chr8,cg03276982,8895
chr8,cg03301084,8852
chr8,cg03325664,8895
chr8,cg03329976,8895
chr8,cg03333634,8895
chr8,cg03349241,8895
chr8,cg03349819,8895
chr8,cg03354108,8895
chr8,cg03359337,8895
chr8,cg03363256,8895
chr8,cg03388786,8895
chr8,cg03394159,8894
chr8,cg03394237,8895
chr8,cg03403155,8892
chr8,cg03430846,8892
chr8,cg03484853,8891
chr8,cg03498895,8877
chr8,cg03506216,8895
chr8,cg03524611,8894
chr8,cg03530274,8895
chr8,cg03575122,8895
chr8,cg03575666,8893
chr8,cg03579045,8895
chr8,cg03599855,8895
chr8,cg03628820,8895
chr8,cg03660911,8895
chr8,cg03760919,8895
chr8,cg03923813,8895
chr8,cg04002325,8895
chr8,cg04009492,8895
chr8,cg04013090,8895
chr8,cg04024910,8894
chr8,cg04042582,8895
chr8,cg04047726,8894
chr8,cg04050824,8895
chr8,cg04050867,8895
chr8,cg04101874,8895
chr8,cg04108328,8893
chr8,cg04124987,8894
chr8,cg04132540,8895
chr8,cg04167595,8895
chr8,cg04227278,8895
chr8,cg04233840,8895
chr8,cg04249769,8895
chr8,cg04255616,8895
chr8,cg04269065,8895
chr8,cg04285295,8895
chr8,cg04309350,8895
chr8,cg04350120,8895
chr8,cg04363768,8895
chr8,cg04370983,8843
chr8,cg04395689,8769
chr8,cg04395788,8895
chr8,cg04443233,8894
chr8,cg04446992,8895
chr8,cg04467958,8894
chr8,cg04476876,8895
chr8,cg04498023,8895
chr8,cg04549460,8895
chr8,cg04555373,8895
chr8,cg04563046,8895
chr8,cg04565464,8895
chr8,cg04571604,8894
chr8,cg04617905,8895
chr8,cg04652282,8895
chr8,cg04672026,8871
chr8,cg04672706,8895
chr8,cg04717143,8895
chr8,cg04749873,8894
chr8,cg04756698,8895
chr8,cg04773818,8895
chr8,cg04838988,8893
chr8,cg04840623,8895
chr8,cg04846156,8889
chr8,cg04854342,8895
chr8,cg04880278,8895
chr8,cg04894009,8895
chr8,cg05005921,8895
chr8,cg05023214,8894
chr8,cg05025239,8894
chr8,cg05042439,8895
chr8,cg05056142,8893
chr8,cg05143954,8895
chr8,cg05170863,8895
chr8,cg05237485,8895
chr8,cg05293738,8895
chr8,cg05303690,8893
chr8,cg05303728,8893
chr8,cg05313153,8894
chr8,cg05315874,8894
chr8,cg05387189,8895
chr8,cg05412333,8895
chr8,cg05416777,8895
chr8,cg05418877,8895
chr8,cg05472998,8895
chr8,cg05525416,8895
chr8,cg05556361,8895
chr8,cg05570141,8895
chr8,cg05573997,8895
chr8,cg05576828,8895
chr8,cg05577278,8895
chr8,cg05669285,8895
chr8,cg05721253,8895
chr8,cg05733623,8894
chr8,cg05741837,8895
chr8,cg05742247,8895
chr8,cg05744888,8893
chr8,cg05767421,8895
chr8,cg05779300,8894
chr8,cg05783185,8892
chr8,cg05805987,8895
chr8,cg05810369,8895
chr8,cg05827089,8894
chr8,cg05878952,8895
chr8,cg05909553,8895
chr8,cg05927173,8894
chr8,cg05930881,8895
chr8,cg05940202,8894
chr8,cg05942831,8895
chr8,cg05966149,8895
chr8,cg05972000,8895
chr8,cg05972070,8895
chr8,cg05973028,8895
chr8,cg05973498,8895
chr8,cg05976753,8895
chr8,cg05989625,8895
chr8,cg05994672,8895
chr8,cg05997362,8895
chr8,cg06007675,8895
chr8,cg06008158,8894
chr8,cg06047473,8894
chr8,cg06059616,8886
chr8,cg06083412,8895
chr8,cg06173216,8889
chr8,cg06248767,8895
chr8,cg06250963,8895
chr8,cg06288821,8895
chr8,cg06397379,8893
chr8,cg06399148,8895
chr8,cg06401414,8895
chr8,cg06401909,8894
chr8,cg06407417,8895
chr8,cg06556616,8895
chr8,cg06558050,8895
chr8,cg06560754,8895
chr8,cg06576318,8895
chr8,cg06617456,8895
chr8,cg06691542,8895
chr8,cg06696292,8895
chr8,cg06704518,8895
chr8,cg06707081,8895
chr8,cg06707765,8895
chr8,cg06777844,8891
chr8,cg06818377,8845
chr8,cg06822816,8894
chr8,cg06876710,8895
chr8,cg06880721,8895
chr8,cg06895124,8895
chr8,cg06899970,8895
chr8,cg06902669,8895
chr8,cg06926782,8895
chr8,cg06991484,8895
chr8,cg07005459,8895
chr8,cg07015195,8895
chr8,cg07020398,8893
chr8,cg07022728,8895
chr8,cg07043604,8894
chr8,cg07062933,8895
chr8,cg07068870,8895
chr8,cg07120544,8895
chr8,cg07122178,8894
chr8,cg07123227,8895
chr8,cg07129253,8893
chr8,cg07136641,8895
chr8,cg07151117,8895
chr8,cg07168148,8895
chr8,cg07214270,8895
chr8,cg07222863,8895
chr8,cg07242214,8895
chr8,cg07243202,8895
chr8,cg07270460,8895
chr8,cg07281647,8894
chr8,cg07296835,8895
chr8,cg07336097,8893
chr8,cg07343607,8895
chr8,cg07390122,8895
chr8,cg07417733,8893
chr8,cg07462677,8895
chr8,cg07466463,8894
chr8,cg07498778,8895
chr8,cg07538339,8895
chr8,cg07556789,8894
chr8,cg07568779,8893
chr8,cg07576409,8895
chr8,cg07618730,8895
chr8,cg07622493,8894
chr8,cg07660663,8895
chr8,cg07672411,8895
chr8,cg07691793,8895
chr8,cg07696514,8895
chr8,cg07701049,8895
chr8,cg07752613,8895
chr8,cg07860213,8895
chr8,cg07862977,8894
chr8,cg07871324,8895
chr8,cg07935886,8895
chr8,cg07963363,8895
chr8,cg08032135,8895
chr8,cg08044097,8895
chr8,cg08117032,8895
chr8,cg08161732,8895
chr8,cg08172065,8895
chr8,cg08190913,8895
chr8,cg08223003,8895
chr8,cg08239177,8894
chr8,cg08315829,8895
chr8,cg08317834,8895
chr8,cg08325898,8895
chr8,cg08379586,8895
chr8,cg08428512,8895
chr8,cg08444833,8895
chr8,cg08458733,8895
chr8,cg08468965,8895
chr8,cg08492090,8895
chr8,cg08507009,8895
chr8,cg08526705,8894
chr8,cg08587721,8895
chr8,cg08603706,8894
chr8,cg08604679,8895
chr8,cg08610326,8890
chr8,cg08616243,8895
chr8,cg08621168,8895
chr8,cg08632810,8895
chr8,cg08642325,8895
chr8,cg08691775,8895
chr8,cg08695336,8895
chr8,cg08768048,8891
chr8,cg08776832,8895
chr8,cg08777490,8895
chr8,cg08781738,8886
chr8,cg08796640,8894
chr8,cg08843001,8895
chr8,cg08851719,8893
chr8,cg08877142,8895
chr8,cg08894788,8894
chr8,cg08918797,8894
chr8,cg08924995,8895
chr8,cg08963608,8895
chr8,cg08991457,8885
chr8,cg09020064,8895
chr8,cg09039475,8890
chr8,cg09047471,8895
chr8,cg09050331,8895
chr8,cg09094615,8895
chr8,cg09098624,8895
chr8,cg09129132,8895
chr8,cg09130043,8895
chr8,cg09184899,8827
chr8,cg09273054,8894
chr8,cg09297903,8895
chr8,cg09303136,8895
chr8,cg09324698,8895
chr8,cg09383816,8895
chr8,cg09410389,8895
chr8,cg09438491,8892
chr8,cg09468912,8895
chr8,cg09498948,8895
chr8,cg09509410,8891
chr8,cg09523472,8894
chr8,cg09626193,8894
chr8,cg09642739,8885
chr8,cg09704885,8893
chr8,cg09749844,8895
chr8,cg09815962,8895
chr8,cg09912552,8895
chr8,cg09914029,8895
chr8,cg09939075,8895
chr8,cg09951349,8895
chr8,cg09969018,8892
chr8,cg09970569,8893
chr8,cg09973676,8895
chr8,cg10000492,8895
chr8,cg10090158,8895
chr8,cg10163397,8894
chr8,cg10163483,8895
chr8,cg10183463,8858
chr8,cg10193681,8895
chr8,cg10210909,8320
chr8,cg10248148,8895
chr8,cg10299610,8894
chr8,cg10300229,8891
chr8,cg10302505,8895
chr8,cg10340053,8894
chr8,cg10355174,8893
chr8,cg10406295,8894
chr8,cg10410170,8434
chr8,cg10419957,8895
chr8,cg10451078,8893
chr8,cg10456591,8895
chr8,cg10578717,8895
chr8,cg10609868,8881
chr8,cg10649706,8883
chr8,cg10720646,8895
chr8,cg10817479,8895
chr8,cg10818319,8895
chr8,cg10823844,8895
chr8,cg10832291,8895
chr8,cg10836034,8895
chr8,cg10870165,8895
chr8,cg10895168,8895
chr8,cg10904372,8890
chr8,cg11006453,8895
chr8,cg11007190,8895
chr8,cg11008690,8895
chr8,cg11043251,8895
chr8,cg11044605,8895
chr8,cg11048722,8895
chr8,cg11071070,8895
chr8,cg11091012,8895
chr8,cg11118357,8893
chr8,cg11170956,8895
chr8,cg11185473,8895
chr8,cg11197908,8895
chr8,cg11208478,8895
chr8,cg11208967,8893
chr8,cg11214140,8895
chr8,cg11216823,8893
chr8,cg11220133,8894
chr8,cg11229513,8895
chr8,cg11283404,8894
chr8,cg11302515,8892
chr8,cg11316943,8895
chr8,cg11320910,8895
chr8,cg11326717,8894
chr8,cg11380329,8894
chr8,cg11409101,8895
chr8,cg11481675,8895
chr8,cg11530289,8895
chr8,cg11530293,8891
chr8,cg11543397,8895
chr8,cg11547613,8895
chr8,cg11549615,8895
chr8,cg11592677,8895
chr8,cg11594887,8895
chr8,cg11598062,8895
chr8,cg11636714,8894
chr8,cg11638472,8895
chr8,cg11688275,8895
chr8,cg11743997,8895
chr8,cg11773920,8895
chr8,cg11785625,8893
chr8,cg11787876,8895
chr8,cg11791144,8895
chr8,cg11829680,8835
chr8,cg11859541,8895
chr8,cg11872321,8895
chr8,cg11882144,8895
chr8,cg11882377,8895
chr8,cg11911122,8894
chr8,cg11952433,8893
chr8,cg11982546,8895
chr8,cg12019814,8895
chr8,cg12030310,8895
chr8,cg12040370,8895
chr8,cg12044130,8893
chr8,cg12057615,8895
chr8,cg12073251,8895
chr8,cg12117141,8895
chr8,cg12148237,8879
chr8,cg12159190,8894
chr8,cg12166610,8895
chr8,cg12182497,8894
chr8,cg12196232,8895
chr8,cg12277366,8893
chr8,cg12395012,8895
chr8,cg12440566,8895
chr8,cg12445378,8895
chr8,cg12517050,8893
chr8,cg12529432,8895
chr8,cg12531953,8895
chr8,cg12564175,8895
chr8,cg12567615,8883
chr8,cg12569013,8895
chr8,cg12614213,8895
chr8,cg12637676,8895
chr8,cg12641286,8881
chr8,cg12691427,8895
chr8,cg12721804,8895
chr8,cg12724384,8824
chr8,cg12726213,8895
chr8,cg12793826,8895
chr8,cg12805172,8895
chr8,cg12850379,8895
chr8,cg12864541,8895
chr8,cg12866648,8892
chr8,cg12883523,8895
chr8,cg12883821,8894
chr8,cg12926938,8895
chr8,cg12929040,8895
chr8,cg12939927,8894
chr8,cg12945444,8894
chr8,cg12977135,8895
chr8,cg12984580,8882
chr8,cg13063040,8893
chr8,cg13094252,8895
chr8,cg13116061,8895
chr8,cg13123964,8895
chr8,cg13154925,8895
chr8,cg13157980,8895
chr8,cg13166213,8895
chr8,cg13177747,8895
chr8,cg13212172,8894
chr8,cg13244804,8816
chr8,cg13246007,8893
chr8,cg13251373,8895
chr8,cg13267264,8894
chr8,cg13272412,8895
chr8,cg13272701,8895
chr8,cg13273799,8895
chr8,cg13278539,8380
chr8,cg13293535,8892
chr8,cg13294602,8895
chr8,cg13312403,8894
chr8,cg13335567,8894
chr8,cg13336335,8895
chr8,cg13383332,8895
chr8,cg13390998,8893
chr8,cg13475877,8895
chr8,cg13516655,8894
chr8,cg13552736,8892
chr8,cg13578020,8893
chr8,cg13580526,8861
chr8,cg13582226,8894
chr8,cg13609723,8895
chr8,cg13610333,8895
chr8,cg13618529,8895
chr8,cg13634966,8883
chr8,cg13680188,8895
chr8,cg13877285,8895
chr8,cg13963727,8895
chr8,cg13996963,8894
chr8,cg14025053,8895
chr8,cg14028708,8895
chr8,cg14091626,8895
chr8,cg14152785,8895
chr8,cg14189875,8893
chr8,cg14190175,8894
chr8,cg14194344,8895
chr8,cg14198877,8895
chr8,cg14202099,8852
chr8,cg14222879,8895
chr8,cg14232793,8551
chr8,cg14253951,8895
chr8,cg14284907,8895
chr8,cg14284952,8895
chr8,cg14301764,8895
chr8,cg14315805,8894
chr8,cg14316231,8895
chr8,cg14322403,8895
chr8,cg14338425,8895
chr8,cg14379719,8895
chr8,cg14388466,8895
chr8,cg14390179,8895
chr8,cg14424363,8893
chr8,cg14433070,8895
chr8,cg14484434,8895
chr8,cg14485744,8894
chr8,cg14487271,8895
chr8,cg14487356,8895
chr8,cg14488905,8895
chr8,cg14489594,8895
chr8,cg14491007,8895
chr8,cg14536777,8895
chr8,cg14548509,8895
chr8,cg14552882,8884
chr8,cg14559774,8895
chr8,cg14597598,8895
chr8,cg14602087,8895
chr8,cg14631386,8895
chr8,cg14650175,8893
chr8,cg14662728,8894
chr8,cg14663451,8895
chr8,cg14666006,8894
chr8,cg14666113,8895
chr8,cg14666397,8895
chr8,cg14699253,8895
chr8,cg14733048,8895
chr8,cg14733725,8895
chr8,cg14737507,8895
chr8,cg14774755,8895
chr8,cg14813019,8895
chr8,cg14823825,8894
chr8,cg14824386,8892
chr8,cg14827056,8895
chr8,cg14884291,8895
chr8,cg14897263,8895
chr8,cg14904908,8894
chr8,cg14940760,8895
chr8,cg15001633,8882
chr8,cg15142246,8892
chr8,cg15169943,8844
chr8,cg15186181,8894
chr8,cg15193596,8894
chr8,cg15251374,8870
chr8,cg15309990,8894
chr8,cg15310871,8895
chr8,cg15377283,8895
chr8,cg15383072,8895
chr8,cg15393676,8895
chr8,cg15431703,8894
chr8,cg15456925,8895
chr8,cg15463309,8891
chr8,cg15465092,8886
chr8,cg15537436,8894
chr8,cg15543167,8894
chr8,cg15627457,8894
chr8,cg15644626,8894
chr8,cg15684329,8895
chr8,cg15690525,8894
chr8,cg15694987,8895
chr8,cg15710198,8895
chr8,cg15717330,8895
chr8,cg15717598,8895
chr8,cg15724296,8893
chr8,cg15726318,8894
chr8,cg15745900,8895
chr8,cg15801573,8891
chr8,cg15838327,8895
chr8,cg15936375,8895
chr8,cg15944457,8894
chr8,cg15975574,8894
chr8,cg15978494,8894
chr8,cg15999099,8895
chr8,cg16001384,8895
chr8,cg16008221,8895
chr8,cg16009311,8895
chr8,cg16009633,8895
chr8,cg16015276,8895
chr8,cg16072340,8895
chr8,cg16100135,8895
chr8,cg16103681,8894
chr8,cg16141331,8895
chr8,cg16197636,8895
chr8,cg16243756,8894
chr8,cg16282160,8895
chr8,cg16286281,8895
chr8,cg16314639,8895
chr8,cg16374656,8893
chr8,cg16441259,8895
chr8,cg16479633,8892
chr8,cg16498741,8895
chr8,cg16499645,8895
chr8,cg16573411,8895
chr8,cg16623836,8894
chr8,cg16625770,8895
chr8,cg16642695,8894
chr8,cg16662821,8895
chr8,cg16667459,8895
chr8,cg16681133,8895
chr8,cg16683746,8894
chr8,cg16684661,8893
chr8,cg16732939,8888
chr8,cg16734451,8894
chr8,cg16735490,8895
chr8,cg16743070,8895
chr8,cg16780688,8895
chr8,cg16782524,8895
chr8,cg16782885,8894
chr8,cg16795466,8895
chr8,cg16798694,8893
chr8,cg16803596,8895
chr8,cg16810626,8894
chr8,cg16816874,8894
chr8,cg16830930,8895
chr8,cg16844941,8895
chr8,cg16845394,8895
chr8,cg16871763,8894
chr8,cg16892046,8894
chr8,cg16893488,8894
chr8,cg16896031,8895
chr8,cg16905907,8895
chr8,cg16971515,8892
chr8,cg16974308,8890
chr8,cg17050632,8894
chr8,cg17104422,8895
chr8,cg17117160,8895
chr8,cg17125719,8873
chr8,cg17129188,8895
chr8,cg17147045,8895
chr8,cg17160660,8602
chr8,cg17161921,8894
chr8,cg17209887,8895
chr8,cg17287814,8895
chr8,cg17299732,8816
chr8,cg17365845,8895
chr8,cg17368874,8895
chr8,cg17369830,8893
chr8,cg17448481,8895
chr8,cg17459204,8894
chr8,cg17486234,8894
chr8,cg17487050,8894
chr8,cg17496794,8895
chr8,cg17505251,8895
chr8,cg17547296,8894
chr8,cg17560523,8895
chr8,cg17634588,8895
chr8,cg17637107,8895
chr8,cg17660110,8895
chr8,cg17661135,8895
chr8,cg17767933,8894
chr8,cg17769705,8895
chr8,cg17800669,8887
chr8,cg17804635,8894
chr8,cg17806401,8894
chr8,cg17813074,8895
chr8,cg17813539,8894
chr8,cg17816390,8894
chr8,cg17816908,8895
chr8,cg17819264,8895
chr8,cg17826393,8895
chr8,cg17831662,8895
chr8,cg17918875,8895
chr8,cg17926016,8894
chr8,cg17995652,8895
chr8,cg18011691,8854
chr8,cg18016148,8890
chr8,cg18035229,8894
chr8,cg18044585,8894
chr8,cg18044723,8895
chr8,cg18065361,8895
chr8,cg18106968,8895
chr8,cg18119166,8895
chr8,cg18119192,8895
chr8,cg18127003,8895
chr8,cg18144710,8895
chr8,cg18145877,8895
chr8,cg18168101,8894
chr8,cg18197963,8895
chr8,cg18211014,8839
chr8,cg18221891,8894
chr8,cg18317933,8894
chr8,cg18321827,8895
chr8,cg18324126,8895
chr8,cg18336854,8895
chr8,cg18387156,8895
chr8,cg18432895,8895
chr8,cg18440839,8895
chr8,cg18457433,8891
chr8,cg18491938,8891
chr8,cg18502021,8895
chr8,cg18542992,8895
chr8,cg18570392,8894
chr8,cg18718844,8894
chr8,cg18745406,8895
chr8,cg18822414,8895
chr8,cg18942213,8894
chr8,cg18973173,8895
chr8,cg18975462,8895
chr8,cg18996590,8895
chr8,cg18999451,8895
chr8,cg19021467,8895
chr8,cg19034708,8895
chr8,cg19044137,8895
chr8,cg19123749,8895
chr8,cg19125715,8895
chr8,cg19185579,8893
chr8,cg19283840,8895
chr8,cg19310740,8895
chr8,cg19311679,8853
chr8,cg19352830,8895
chr8,cg19366217,8895
chr8,cg19384032,8895
chr8,cg19411922,8894
chr8,cg19482843,8894
chr8,cg19515398,8895
chr8,cg19518104,8895
chr8,cg19560547,8893
chr8,cg19594822,8895
chr8,cg19627145,8895
chr8,cg19687358,8894
chr8,cg19746780,8895
chr8,cg19790640,8895
chr8,cg19857840,8895
chr8,cg19882377,8895
chr8,cg19883066,8895
chr8,cg19893071,8895
chr8,cg19910930,8890
chr8,cg19971388,8893
chr8,cg19992450,8895
chr8,cg19996418,8895
chr8,cg20040765,8895
chr8,cg20061155,8895
chr8,cg20096481,8895
chr8,cg20100745,8856
chr8,cg20110780,8895
chr8,cg20127899,8895
chr8,cg20148210,8895
chr8,cg20151670,8895
chr8,cg20154084,8895
chr8,cg20171999,8880
chr8,cg20180050,8895
chr8,cg20197825,8895
chr8,cg20223364,8895
chr8,cg20230340,8895
chr8,cg20253920,8895
chr8,cg20295442,8894
chr8,cg20299247,8895
chr8,cg20309121,8895
chr8,cg20336472,8895
chr8,cg20369838,8895
chr8,cg20376249,8893
chr8,cg20389847,8895
chr8,cg20492799,8895
chr8,cg20512445,8893
